order_id;customer_id;order_date;customer_state;customer_city;product_id;product_category;price;freight_value;payment_type;n_installments;delivery_days;review_score;year;month;year_month;weekday;delivery_bucket;product_name;category;base_price;revenue
O013167;C03056;2023-01-28;BA;Salvador;P0003;electronique;529,43;44,76;credit_card;1;6;4;2023;1;2023-01;Saturday;4-6j;electronique_item_3;electronique;634,77;574,1899999999999
O000382;C10896;2023-01-28;PA;Belem;P0015;maison;164,91;23,41;voucher;1;10;4;2023;1;2023-01;Saturday;7-10j;maison_item_3;maison;192,89;188,32
O028865;C05419;2023-01-28;RS;Porto Alegre;P0028;beaute;56,62;11,62;credit_card;1;2;4;2023;1;2023-01;Saturday;1-3j;beaute_item_3;beaute;69,92;68,24
O011775;C06100;2023-01-28;PE;Recife;P0029;beaute;49,56;14,82;boleto;1;5;4;2023;1;2023-01;Saturday;4-6j;beaute_item_4;beaute;56,98;64,38
O011013;C05321;2023-01-28;RJ;Niteroi;P0006;electronique;109,34;12,34;debit_card;1;6;4;2023;1;2023-01;Saturday;4-6j;electronique_item_6;electronique;124,98;121,68
O023353;C01892;2023-01-28;RJ;Petropolis;P0006;electronique;106,85;13,32;credit_card;6;8;5;2023;1;2023-01;Saturday;7-10j;electronique_item_6;electronique;124,98;120,16999999999999
O028589;C08081;2023-01-28;MG;Juiz de Fora;P0024;sport;258,88;19,27;boleto;1;9;5;2023;1;2023-01;Saturday;7-10j;sport_item_6;sport;319,44;278,15
O012597;C04560;2023-01-28;BA;Salvador;P0049;alimentation;46,25;15,61;credit_card;1;9;5;2023;1;2023-01;Saturday;7-10j;alimentation_item_6;alimentation;56,67;61,86
O027296;C11884;2023-01-28;SP;Campinas;P0035;livres;11,75;8,72;credit_card;1;8;3;2023;1;2023-01;Saturday;7-10j;livres_item_3;livres;13,91;20,47
O006082;C08219;2023-01-28;SP;Sao Paulo;P0041;jouets;49,55;11,51;credit_card;3;6;4;2023;1;2023-01;Saturday;4-6j;jouets_item_3;jouets;56,06;61,059999999999995
O022013;C11122;2023-01-28;BA;Salvador;P0031;beaute;7,49;12,33;credit_card;2;6;3;2023;1;2023-01;Saturday;4-6j;beaute_item_6;beaute;8,96;19,82
O002525;C06149;2023-01-28;SP;Sao Paulo;P0043;jouets;78,58;11,75;credit_card;2;10;3;2023;1;2023-01;Saturday;7-10j;jouets_item_5;jouets;94,31;90,33
O003698;C02111;2023-01-29;MG;Uberlandia;P0026;beaute;68,72;11,63;credit_card;2;5;5;2023;1;2023-01;Sunday;4-6j;beaute_item_1;beaute;78,79;80,35
O019955;C05218;2023-01-29;PR;Londrina;P0027;beaute;34,7;9,04;credit_card;1;2;5;2023;1;2023-01;Sunday;1-3j;beaute_item_2;beaute;41,61;43,74
O019656;C00233;2023-01-29;PE;Recife;P0018;maison;21,43;13,25;credit_card;10;9;4;2023;1;2023-01;Sunday;7-10j;maison_item_6;maison;26,46;34,68
O002194;C01826;2023-01-29;RJ;Petropolis;P0007;electronique;346,74;24,82;credit_card;1;1;4;2023;1;2023-01;Sunday;1-3j;electronique_item_7;electronique;394,44;371,56
O024499;C03051;2023-01-29;RS;Porto Alegre;P0001;electronique;555,97;34,19;credit_card;10;3;5;2023;1;2023-01;Sunday;1-3j;electronique_item_1;electronique;647,41;590,1600000000001
O002147;C05243;2023-01-29;CE;Caucaia;P0025;sport;83,73;15,62;debit_card;1;10;4;2023;1;2023-01;Sunday;7-10j;sport_item_7;sport;99,88;99,35000000000001
O022567;C08323;2023-01-29;RJ;Niteroi;P0016;maison;163,05;14,74;credit_card;1;5;4;2023;1;2023-01;Sunday;4-6j;maison_item_4;maison;191,26;177,79000000000002
O022287;C05961;2023-01-29;MG;Juiz de Fora;P0042;jouets;28,2;10,31;debit_card;1;3;5;2023;1;2023-01;Sunday;1-3j;jouets_item_4;jouets;34,13;38,51
O024390;C00832;2023-01-29;PA;Ananindeua;P0017;maison;18,95;12,93;credit_card;6;9;4;2023;1;2023-01;Sunday;7-10j;maison_item_5;maison;21,98;31,88
O022031;C05674;2023-01-29;RS;Porto Alegre;P0029;beaute;49,25;9,63;credit_card;2;5;3;2023;1;2023-01;Sunday;4-6j;beaute_item_4;beaute;56,98;58,88
O023150;C06826;2023-01-29;PA;Belem;P0035;livres;12,06;11,16;credit_card;2;11;2;2023;1;2023-01;Sunday;11-15j;livres_item_3;livres;13,91;23,22
O019229;C01053;2023-01-29;SP;Santos;P0005;electronique;323,32;24,28;credit_card;2;1;5;2023;1;2023-01;Sunday;1-3j;electronique_item_5;electronique;384,37;347,6
O024908;C01027;2023-01-29;MG;Juiz de Fora;P0031;beaute;7,56;8,03;credit_card;3;1;5;2023;1;2023-01;Sunday;1-3j;beaute_item_6;beaute;8,96;15,59
O017735;C02098;2023-01-29;MG;Uberlandia;P0033;livres;37,01;10,07;credit_card;3;3;5;2023;1;2023-01;Sunday;1-3j;livres_item_1;livres;42,34;47,08
O016523;C10827;2023-01-29;SP;Sao Paulo;P0040;jouets;29,19;8,61;credit_card;1;5;5;2023;1;2023-01;Sunday;4-6j;jouets_item_2;jouets;33,2;37,8
O010122;C06502;2023-01-29;SC;Florianopolis;P0015;maison;166,79;16,65;debit_card;1;4;5;2023;1;2023-01;Sunday;4-6j;maison_item_3;maison;192,89;183,44
O017845;C02988;2023-01-29;SP;Sao Paulo;P0007;electronique;340,52;24,6;credit_card;2;7;4;2023;1;2023-01;Sunday;7-10j;electronique_item_7;electronique;394,44;365,12
O009633;C09502;2023-01-29;PR;Curitiba;P0033;livres;34,59;9,59;credit_card;2;7;2;2023;1;2023-01;Sunday;7-10j;livres_item_1;livres;42,34;44,18000000000001
O018126;C01599;2023-01-29;RJ;Petropolis;P0037;livres;22,58;9,52;boleto;1;6;4;2023;1;2023-01;Sunday;4-6j;livres_item_5;livres;27,61;32,099999999999994
O009589;C09761;2023-01-29;BA;Salvador;P0005;electronique;332,8;35,17;credit_card;1;11;2;2023;1;2023-01;Sunday;11-15j;electronique_item_5;electronique;384,37;367,97
O016122;C05865;2023-01-29;SP;Guarulhos;P0048;alimentation;39,11;9,04;credit_card;2;6;3;2023;1;2023-01;Sunday;4-6j;alimentation_item_5;alimentation;47,63;48,15
O027513;C05369;2023-01-29;BA;Feira de Santana;P0036;livres;30,21;14,58;credit_card;2;6;4;2023;1;2023-01;Sunday;4-6j;livres_item_4;livres;37,37;44,79
O009511;C04073;2023-01-29;SC;Florianopolis;P0006;electronique;110,35;13,71;credit_card;6;1;4;2023;1;2023-01;Sunday;1-3j;electronique_item_6;electronique;124,98;124,06
O029080;C07230;2023-01-29;BA;Feira de Santana;P0011;mode;122,21;20,4;debit_card;1;7;5;2023;1;2023-01;Sunday;7-10j;mode_item_4;mode;145,94;142,60999999999999
O016017;C05001;2023-01-29;SP;Sao Paulo;P0010;mode;15,74;9,24;credit_card;1;7;4;2023;1;2023-01;Sunday;7-10j;mode_item_3;mode;17,78;24,98
O029258;C10768;2023-01-29;SP;Santos;P0015;maison;166,01;17,62;credit_card;3;2;5;2023;1;2023-01;Sunday;1-3j;maison_item_3;maison;192,89;183,63
O008389;C05618;2023-01-29;PA;Ananindeua;P0049;alimentation;46,39;13,86;boleto;1;12;2;2023;1;2023-01;Sunday;11-15j;alimentation_item_6;alimentation;56,67;60,25
O007395;C03310;2023-01-29;RS;Caxias do Sul;P0039;jouets;83,93;11,39;credit_card;3;3;5;2023;1;2023-01;Sunday;1-3j;jouets_item_1;jouets;102,49;95,32000000000001
O010703;C09157;2023-01-29;BA;Feira de Santana;P0008;mode;82,63;18,17;credit_card;2;11;4;2023;1;2023-01;Sunday;11-15j;mode_item_1;mode;96,15;100,8
O000337;C08888;2023-01-29;RJ;Niteroi;P0032;beaute;63,54;12,04;credit_card;6;1;5;2023;1;2023-01;Sunday;1-3j;beaute_item_7;beaute;75,84;75,58
O027911;C11416;2023-01-29;BA;Salvador;P0017;maison;18,68;13,26;credit_card;2;6;2;2023;1;2023-01;Sunday;4-6j;maison_item_5;maison;21,98;31,939999999999998
O018503;C05800;2023-01-29;SP;Guarulhos;P0022;sport;142,66;15,15;boleto;1;6;5;2023;1;2023-01;Sunday;4-6j;sport_item_4;sport;162,39;157,81
O015376;C01018;2023-01-29;SP;Campinas;P0023;sport;172,12;16,72;credit_card;2;1;4;2023;1;2023-01;Sunday;1-3j;sport_item_5;sport;196,03;188,84
O014761;C08742;2023-01-29;SP;Sao Paulo;P0029;beaute;48,62;11,21;credit_card;3;4;5;2023;1;2023-01;Sunday;4-6j;beaute_item_4;beaute;56,98;59,83
O008906;C10200;2023-01-30;CE;Fortaleza;P0032;beaute;64,4;16,13;credit_card;1;15;2;2023;1;2023-01;Monday;11-15j;beaute_item_7;beaute;75,84;80,53
O024631;C08372;2023-01-30;RJ;Rio de Janeiro;P0014;maison;243,21;21,23;credit_card;1;4;5;2023;1;2023-01;Monday;4-6j;maison_item_2;maison;297,82;264,44
O009356;C09025;2023-01-30;RJ;Rio de Janeiro;P0038;livres;12,9;8,04;credit_card;6;1;4;2023;1;2023-01;Monday;1-3j;livres_item_6;livres;14,88;20,939999999999998
O004523;C03306;2023-01-30;BA;Feira de Santana;P0025;sport;84,97;15,56;credit_card;1;6;2;2023;1;2023-01;Monday;4-6j;sport_item_7;sport;99,88;100,53
O004674;C03552;2023-01-30;PA;Ananindeua;P0004;electronique;404,03;42,62;boleto;1;5;4;2023;1;2023-01;Monday;4-6j;electronique_item_4;electronique;497,64;446,65
O022715;C03735;2023-01-30;PE;Recife;P0014;maison;248,37;27,46;credit_card;2;13;3;2023;1;2023-01;Monday;11-15j;maison_item_2;maison;297,82;275,83
O011904;C01716;2023-01-30;SP;Campinas;P0044;alimentation;28,25;9,42;debit_card;1;4;5;2023;1;2023-01;Monday;4-6j;alimentation_item_1;alimentation;33,6;37,67
O024367;C11998;2023-01-30;PE;Recife;P0011;mode;125,85;19,8;credit_card;1;13;2;2023;1;2023-01;Monday;11-15j;mode_item_4;mode;145,94;145,65
O011984;C03467;2023-01-30;CE;Fortaleza;P0005;electronique;316,57;35,07;credit_card;2;1;5;2023;1;2023-01;Monday;1-3j;electronique_item_5;electronique;384,37;351,64
O027198;C10928;2023-01-30;BA;Salvador;P0009;mode;94,22;19,11;credit_card;1;5;3;2023;1;2023-01;Monday;4-6j;mode_item_2;mode;110,59;113,33
O004393;C03967;2023-01-30;SP;Guarulhos;P0043;jouets;77,24;12,81;credit_card;6;6;5;2023;1;2023-01;Monday;4-6j;jouets_item_5;jouets;94,31;90,05
O009363;C08735;2023-01-30;CE;Fortaleza;P0034;livres;19,07;12,53;boleto;1;9;4;2023;1;2023-01;Monday;7-10j;livres_item_2;livres;22,18;31,6
O023800;C08924;2023-01-30;PE;Olinda;P0022;sport;131,59;20,11;credit_card;1;4;5;2023;1;2023-01;Monday;4-6j;sport_item_4;sport;162,39;151,7
O012627;C01683;2023-01-30;CE;Fortaleza;P0019;sport;225,45;24,62;boleto;1;11;3;2023;1;2023-01;Monday;11-15j;sport_item_1;sport;254,44;250,07
O000072;C10627;2023-01-30;PE;Olinda;P0023;sport;174,15;22,84;credit_card;1;10;5;2023;1;2023-01;Monday;7-10j;sport_item_5;sport;196,03;196,99
O024108;C08158;2023-01-30;SP;Santos;P0005;electronique;333,76;26,01;debit_card;1;2;5;2023;1;2023-01;Monday;1-3j;electronique_item_5;electronique;384,37;359,77
O023782;C08546;2023-01-30;SP;Guarulhos;P0034;livres;18,35;9,68;boleto;1;11;2;2023;1;2023-01;Monday;11-15j;livres_item_2;livres;22,18;28,03
O017907;C07176;2023-01-30;MG;Juiz de Fora;P0030;beaute;33,25;9,92;debit_card;1;2;5;2023;1;2023-01;Monday;1-3j;beaute_item_5;beaute;40,44;43,17
O018600;C02874;2023-01-30;SP;Sao Paulo;P0019;sport;218,23;20,11;boleto;1;7;4;2023;1;2023-01;Monday;7-10j;sport_item_1;sport;254,44;238,33999999999997
O013791;C04857;2023-01-30;SP;Santos;P0013;maison;17,92;8,69;credit_card;2;1;4;2023;1;2023-01;Monday;1-3j;maison_item_1;maison;20,22;26,61
O020211;C08010;2023-01-30;RJ;Petropolis;P0014;maison;240,77;19,74;credit_card;6;4;5;2023;1;2023-01;Monday;4-6j;maison_item_2;maison;297,82;260,51
O013928;C04928;2023-01-30;SP;Campinas;P0039;jouets;85,96;13,14;boleto;1;1;4;2023;1;2023-01;Monday;1-3j;jouets_item_1;jouets;102,49;99,1
O020541;C07819;2023-01-30;PE;Olinda;P0002;electronique;159,11;22,14;credit_card;1;8;4;2023;1;2023-01;Monday;7-10j;electronique_item_2;electronique;187,58;181,25
O018319;C03198;2023-01-30;MG;Uberlandia;P0037;livres;24,58;9,81;credit_card;3;10;5;2023;1;2023-01;Monday;7-10j;livres_item_5;livres;27,61;34,39
O018967;C01069;2023-01-30;SC;Florianopolis;P0017;maison;18,63;8,1;credit_card;3;6;4;2023;1;2023-01;Monday;4-6j;maison_item_5;maison;21,98;26,729999999999997
O029338;C04450;2023-01-30;RS;Porto Alegre;P0024;sport;272,57;21,55;credit_card;1;1;3;2023;1;2023-01;Monday;1-3j;sport_item_6;sport;319,44;294,12
O021787;C03493;2023-01-30;RJ;Rio de Janeiro;P0026;beaute;69,51;11,67;boleto;1;3;5;2023;1;2023-01;Monday;1-3j;beaute_item_1;beaute;78,79;81,18
O017452;C03109;2023-01-30;SP;Sao Paulo;P0008;mode;81,8;11,59;boleto;1;3;5;2023;1;2023-01;Monday;1-3j;mode_item_1;mode;96,15;93,39
O016285;C04348;2023-01-30;MG;Juiz de Fora;P0023;sport;160,26;16,58;credit_card;2;6;5;2023;1;2023-01;Monday;4-6j;sport_item_5;sport;196,03;176,83999999999997
O023703;C06410;2023-01-30;RJ;Petropolis;P0022;sport;144,48;16,24;credit_card;1;2;4;2023;1;2023-01;Monday;1-3j;sport_item_4;sport;162,39;160,72
O002976;C06351;2023-01-30;SP;Santos;P0011;mode;120,15;14,06;credit_card;1;7;5;2023;1;2023-01;Monday;7-10j;mode_item_4;mode;145,94;134,21
O023511;C11022;2023-01-30;PR;Londrina;P0049;alimentation;45,94;9,81;debit_card;1;4;4;2023;1;2023-01;Monday;4-6j;alimentation_item_6;alimentation;56,67;55,75
O016482;C09367;2023-01-31;RJ;Petropolis;P0037;livres;23,18;8,5;boleto;1;1;5;2023;1;2023-01;Tuesday;1-3j;livres_item_5;livres;27,61;31,68
O019370;C00411;2023-01-31;RJ;Petropolis;P0005;electronique;328,81;22,24;credit_card;6;3;5;2023;1;2023-01;Tuesday;1-3j;electronique_item_5;electronique;384,37;351,05
O003466;C07307;2023-01-31;MG;Juiz de Fora;P0035;livres;11,45;8,54;credit_card;6;1;5;2023;1;2023-01;Tuesday;1-3j;livres_item_3;livres;13,91;19,99
O000358;C02729;2023-01-31;SP;Santos;P0039;jouets;85,98;11,63;credit_card;3;8;3;2023;1;2023-01;Tuesday;7-10j;jouets_item_1;jouets;102,49;97,61
O010784;C06145;2023-01-31;SP;Santos;P0012;mode;112,94;14,27;debit_card;1;5;4;2023;1;2023-01;Tuesday;4-6j;mode_item_5;mode;127,38;127,21
O015946;C00425;2023-01-31;PR;Londrina;P0026;beaute;65,23;12,35;credit_card;1;2;5;2023;1;2023-01;Tuesday;1-3j;beaute_item_1;beaute;78,79;77,58
O022960;C10737;2023-01-31;PR;Londrina;P0048;alimentation;42,37;9,68;credit_card;3;4;5;2023;1;2023-01;Tuesday;4-6j;alimentation_item_5;alimentation;47,63;52,05
O000718;C05041;2023-01-31;BA;Feira de Santana;P0040;jouets;26,98;13,84;credit_card;6;12;5;2023;1;2023-01;Tuesday;11-15j;jouets_item_2;jouets;33,2;40,82
O017069;C09402;2023-01-31;PE;Recife;P0004;electronique;439,41;44,05;boleto;1;1;4;2023;1;2023-01;Tuesday;1-3j;electronique_item_4;electronique;497,64;483,46000000000004
O007115;C04226;2023-01-31;RJ;Rio de Janeiro;P0036;livres;33,29;8,87;credit_card;1;7;3;2023;1;2023-01;Tuesday;7-10j;livres_item_4;livres;37,37;42,16
O025587;C02500;2023-01-31;SP;Sao Paulo;P0005;electronique;335,63;22,51;credit_card;1;9;4;2023;1;2023-01;Tuesday;7-10j;electronique_item_5;electronique;384,37;358,14
O000784;C06431;2023-01-31;RJ;Rio de Janeiro;P0036;livres;33,33;8,98;credit_card;2;5;4;2023;1;2023-01;Tuesday;4-6j;livres_item_4;livres;37,37;42,31
O016060;C06806;2023-01-31;BA;Feira de Santana;P0031;beaute;7,94;11,41;credit_card;10;9;5;2023;1;2023-01;Tuesday;7-10j;beaute_item_6;beaute;8,96;19,35
O029535;C08059;2023-01-31;SP;Guarulhos;P0007;electronique;324,79;22,44;debit_card;1;7;5;2023;1;2023-01;Tuesday;7-10j;electronique_item_7;electronique;394,44;347,23
O007353;C07386;2023-01-31;SP;Guarulhos;P0007;electronique;332,62;23,77;credit_card;6;7;4;2023;1;2023-01;Tuesday;7-10j;electronique_item_7;electronique;394,44;356,39
O000187;C05356;2023-01-31;RS;Porto Alegre;P0024;sport;267,82;19,65;credit_card;1;7;4;2023;1;2023-01;Tuesday;7-10j;sport_item_6;sport;319,44;287,46999999999997
O016879;C01626;2023-01-31;PR;Curitiba;P0039;jouets;83,54;12,91;credit_card;1;1;5;2023;1;2023-01;Tuesday;1-3j;jouets_item_1;jouets;102,49;96,45
O003584;C08175;2023-01-31;RJ;Petropolis;P0023;sport;162,15;17,51;credit_card;3;2;3;2023;1;2023-01;Tuesday;1-3j;sport_item_5;sport;196,03;179,66
O016302;C11747;2023-01-31;SP;Campinas;P0046;alimentation;12,57;8,6;credit_card;6;6;3;2023;1;2023-01;Tuesday;4-6j;alimentation_item_3;alimentation;15,17;21,17
O000728;C08663;2023-01-31;SP;Campinas;P0041;jouets;49,46;11,17;credit_card;2;6;3;2023;1;2023-01;Tuesday;4-6j;jouets_item_3;jouets;56,06;60,63
O000436;C04715;2023-01-31;RJ;Niteroi;P0033;livres;36,45;10,13;credit_card;1;5;3;2023;1;2023-01;Tuesday;4-6j;livres_item_1;livres;42,34;46,580000000000005
O006486;C06342;2023-01-31;SP;Guarulhos;P0014;maison;260,55;21,03;boleto;1;6;5;2023;1;2023-01;Tuesday;4-6j;maison_item_2;maison;297,82;281,58000000000004
O001742;C06223;2023-01-31;SP;Santos;P0044;alimentation;28,69;9,73;credit_card;10;6;4;2023;1;2023-01;Tuesday;4-6j;alimentation_item_1;alimentation;33,6;38,42
O028262;C00711;2023-01-31;PE;Recife;P0034;livres;19,73;12,29;credit_card;1;9;4;2023;1;2023-01;Tuesday;7-10j;livres_item_2;livres;22,18;32,019999999999996
O005088;C01448;2023-01-31;SP;Guarulhos;P0023;sport;158,78;15,86;credit_card;2;3;5;2023;1;2023-01;Tuesday;1-3j;sport_item_5;sport;196,03;174,64
O026919;C05324;2023-01-31;PE;Olinda;P0027;beaute;34,06;12,86;credit_card;1;9;4;2023;1;2023-01;Tuesday;7-10j;beaute_item_2;beaute;41,61;46,92
O021879;C04873;2023-01-31;RJ;Petropolis;P0030;beaute;33,2;9,68;credit_card;1;10;4;2023;1;2023-01;Tuesday;7-10j;beaute_item_5;beaute;40,44;42,88
O009060;C08359;2023-01-31;RS;Caxias do Sul;P0036;livres;32,16;9,67;credit_card;1;4;4;2023;1;2023-01;Tuesday;4-6j;livres_item_4;livres;37,37;41,83
O018108;C09231;2023-01-31;SP;Guarulhos;P0034;livres;18,69;8,86;credit_card;1;13;3;2023;1;2023-01;Tuesday;11-15j;livres_item_2;livres;22,18;27,55
O007510;C10312;2023-01-31;RJ;Niteroi;P0034;livres;18,1;8,26;credit_card;2;3;5;2023;1;2023-01;Tuesday;1-3j;livres_item_2;livres;22,18;26,36
O017768;C11547;2023-01-31;PA;Ananindeua;P0011;mode;127,5;21,14;debit_card;1;10;5;2023;1;2023-01;Tuesday;7-10j;mode_item_4;mode;145,94;148,64
O024811;C05726;2023-01-31;SP;Sao Paulo;P0049;alimentation;47,14;9,98;credit_card;1;1;4;2023;1;2023-01;Tuesday;1-3j;alimentation_item_6;alimentation;56,67;57,120000000000005
O029874;C07185;2023-01-31;BA;Salvador;P0017;maison;19,07;13,44;credit_card;2;5;4;2023;1;2023-01;Tuesday;4-6j;maison_item_5;maison;21,98;32,51
O003840;C06451;2023-01-31;RS;Porto Alegre;P0002;electronique;157,78;14,67;voucher;1;10;3;2023;1;2023-01;Tuesday;7-10j;electronique_item_2;electronique;187,58;172,45
O020937;C02591;2023-01-31;SP;Campinas;P0027;beaute;34,65;9,08;credit_card;3;3;5;2023;1;2023-01;Tuesday;1-3j;beaute_item_2;beaute;41,61;43,73
O012988;C10321;2023-01-31;RJ;Niteroi;P0014;maison;253,92;21,7;boleto;1;5;5;2023;1;2023-01;Tuesday;4-6j;maison_item_2;maison;297,82;275,62
O008334;C01121;2023-01-31;RS;Caxias do Sul;P0040;jouets;27,48;8,94;credit_card;3;5;3;2023;1;2023-01;Tuesday;4-6j;jouets_item_2;jouets;33,2;36,42
O013453;C08758;2023-01-31;RJ;Rio de Janeiro;P0043;jouets;78,78;12,26;credit_card;2;1;5;2023;1;2023-01;Tuesday;1-3j;jouets_item_5;jouets;94,31;91,04
O001153;C03756;2023-01-31;SP;Campinas;P0029;beaute;48,19;10,59;credit_card;6;2;5;2023;1;2023-01;Tuesday;1-3j;beaute_item_4;beaute;56,98;58,78
O004063;C05910;2023-02-01;RS;Caxias do Sul;P0009;mode;106,42;13,14;credit_card;3;7;4;2023;2;2023-02;Wednesday;7-10j;mode_item_2;mode;110,59;119,56
O005303;C01968;2023-02-01;SP;Santos;P0026;beaute;76,51;12,51;debit_card;1;3;5;2023;2;2023-02;Wednesday;1-3j;beaute_item_1;beaute;78,79;89,02000000000001
O029422;C07284;2023-02-01;SP;Guarulhos;P0023;sport;194,18;16,61;credit_card;3;7;5;2023;2;2023-02;Wednesday;7-10j;sport_item_5;sport;196,03;210,79000000000002
O005834;C10916;2023-02-01;SP;Guarulhos;P0035;livres;13,3;8,89;debit_card;1;6;5;2023;2;2023-02;Wednesday;4-6j;livres_item_3;livres;13,91;22,19
O025844;C10886;2023-02-01;PR;Londrina;P0012;mode;129,15;13,96;credit_card;3;4;5;2023;2;2023-02;Wednesday;4-6j;mode_item_5;mode;127,38;143,11
O027626;C06800;2023-02-01;SP;Campinas;P0025;sport;96,45;13,05;credit_card;1;4;3;2023;2;2023-02;Wednesday;4-6j;sport_item_7;sport;99,88;109,5
O019965;C07071;2023-02-01;RJ;Petropolis;P0024;sport;317,92;22,83;boleto;1;3;3;2023;2;2023-02;Wednesday;1-3j;sport_item_6;sport;319,44;340,75
O016309;C11552;2023-02-01;SP;Santos;P0033;livres;44,32;10,99;credit_card;1;8;3;2023;2;2023-02;Wednesday;7-10j;livres_item_1;livres;42,34;55,31
O020413;C06353;2023-02-01;PA;Ananindeua;P0031;beaute;9,15;11,68;debit_card;1;12;5;2023;2;2023-02;Wednesday;11-15j;beaute_item_6;beaute;8,96;20,83
O027461;C09376;2023-02-01;SC;Florianopolis;P0049;alimentation;55,04;10,61;credit_card;3;9;2;2023;2;2023-02;Wednesday;7-10j;alimentation_item_6;alimentation;56,67;65,65
O007643;C03954;2023-02-01;SP;Campinas;P0015;maison;186,76;17,78;credit_card;1;7;5;2023;2;2023-02;Wednesday;7-10j;maison_item_3;maison;192,89;204,54
O004900;C10841;2023-02-01;MG;Belo Horizonte;P0034;livres;23,12;9,85;debit_card;1;2;4;2023;2;2023-02;Wednesday;1-3j;livres_item_2;livres;22,18;32,97
O020191;C07697;2023-02-01;BA;Salvador;P0004;electronique;494,92;41,48;credit_card;3;5;5;2023;2;2023-02;Wednesday;4-6j;electronique_item_4;electronique;497,64;536,4
O010497;C05699;2023-02-01;SP;Guarulhos;P0027;beaute;41,51;9,69;credit_card;3;12;4;2023;2;2023-02;Wednesday;11-15j;beaute_item_2;beaute;41,61;51,199999999999996
O010988;C10467;2023-02-01;RS;Porto Alegre;P0008;mode;96,68;12,97;credit_card;1;1;5;2023;2;2023-02;Wednesday;1-3j;mode_item_1;mode;96,15;109,65
O008218;C06005;2023-02-01;PR;Curitiba;P0035;livres;13,76;8,09;credit_card;3;5;4;2023;2;2023-02;Wednesday;4-6j;livres_item_3;livres;13,91;21,85
O018337;C10776;2023-02-01;SP;Campinas;P0042;jouets;35,21;10,66;credit_card;2;3;5;2023;2;2023-02;Wednesday;1-3j;jouets_item_4;jouets;34,13;45,870000000000005
O022958;C09699;2023-02-01;SP;Campinas;P0005;electronique;381,54;29,25;credit_card;1;4;5;2023;2;2023-02;Wednesday;4-6j;electronique_item_5;electronique;384,37;410,79
O022736;C07619;2023-02-01;SP;Campinas;P0041;jouets;56,17;9,93;credit_card;1;4;5;2023;2;2023-02;Wednesday;4-6j;jouets_item_3;jouets;56,06;66,1
O016049;C10791;2023-02-01;RJ;Rio de Janeiro;P0041;jouets;54,71;10,47;credit_card;3;5;5;2023;2;2023-02;Wednesday;4-6j;jouets_item_3;jouets;56,06;65,18
O023258;C06749;2023-02-01;SP;Sao Paulo;P0011;mode;152,95;14,78;credit_card;6;7;3;2023;2;2023-02;Wednesday;7-10j;mode_item_4;mode;145,94;167,73
O013907;C05268;2023-02-01;MG;Juiz de Fora;P0025;sport;95,96;13,12;credit_card;2;2;3;2023;2;2023-02;Wednesday;1-3j;sport_item_7;sport;99,88;109,08
O008081;C08711;2023-02-01;CE;Caucaia;P0015;maison;193,87;26,23;credit_card;1;4;4;2023;2;2023-02;Wednesday;4-6j;maison_item_3;maison;192,89;220,1
O010737;C00361;2023-02-01;MG;Uberlandia;P0022;sport;162,68;16,63;credit_card;1;2;5;2023;2;2023-02;Wednesday;1-3j;sport_item_4;sport;162,39;179,31
O023351;C01628;2023-02-01;RJ;Niteroi;P0028;beaute;72,76;11,39;voucher;1;6;2;2023;2;2023-02;Wednesday;4-6j;beaute_item_3;beaute;69,92;84,15
O025351;C10465;2023-02-01;RS;Caxias do Sul;P0014;maison;302,15;23,02;credit_card;1;5;5;2023;2;2023-02;Wednesday;4-6j;maison_item_2;maison;297,82;325,16999999999996
O011472;C05728;2023-02-01;RS;Caxias do Sul;P0025;sport;101,78;12,63;credit_card;6;3;5;2023;2;2023-02;Wednesday;1-3j;sport_item_7;sport;99,88;114,41
O016353;C06169;2023-02-01;SP;Sao Paulo;P0040;jouets;32,06;9,94;credit_card;1;2;5;2023;2;2023-02;Wednesday;1-3j;jouets_item_2;jouets;33,2;42,0
O001436;C10935;2023-02-01;SP;Santos;P0039;jouets;103,21;13,65;credit_card;6;7;5;2023;2;2023-02;Wednesday;7-10j;jouets_item_1;jouets;102,49;116,86
O014347;C00096;2023-02-01;SP;Santos;P0001;electronique;646,93;38,81;credit_card;6;1;5;2023;2;2023-02;Wednesday;1-3j;electronique_item_1;electronique;647,41;685,74
O020971;C00150;2023-02-01;SP;Guarulhos;P0025;sport;96,36;13,55;credit_card;6;6;4;2023;2;2023-02;Wednesday;4-6j;sport_item_7;sport;99,88;109,91
O001032;C02091;2023-02-01;MG;Juiz de Fora;P0002;electronique;178,89;18,14;credit_card;6;1;5;2023;2;2023-02;Wednesday;1-3j;electronique_item_2;electronique;187,58;197,02999999999997
O029745;C04382;2023-02-01;SP;Campinas;P0001;electronique;629,87;40,53;credit_card;2;4;5;2023;2;2023-02;Wednesday;4-6j;electronique_item_1;electronique;647,41;670,4
O011758;C01267;2023-02-01;BA;Feira de Santana;P0047;alimentation;60,47;14,53;credit_card;1;8;4;2023;2;2023-02;Wednesday;7-10j;alimentation_item_4;alimentation;58,33;75,0
O008482;C10623;2023-02-01;SP;Santos;P0029;beaute;55,84;10,98;credit_card;1;3;5;2023;2;2023-02;Wednesday;1-3j;beaute_item_4;beaute;56,98;66,82000000000001
